ASIN,Brand Name,List Price($)(T12M ),Product GMS($)(T12M ),Deal GMS($)(T12M ),Net PPM(T12M )(%),GV(T12M ),Amzn GV(T12M ),SoROOS(%)(T12M )(%),Daily SoRoos%(T12M )(%),Fill Rate - Sourceable(T12M )(%),Vendor Confirmation Rate - Sourceable(T12M )(%),ASP(T12M ),CM(T12M )(%),CP($)(T12M ),Net Receipts($)(T12M ),Net Receipts (Units)(T12M ),CCOGS As A % Of PCOGS(T12M )(%),PPM(T12M )(%),External Box Price Competitiveness (% Of GV)(T12M )(%),Net Ordered Units(T12M ),Customer Returns($)(T12M ),IDQ Score(T12M )
B0BF64YTQQ,DIAMOND دايموند,0.00,2.34,0,9.07%,50,33,46.81%,46.81%,71.70%,100.00%,2.34,(119.14)%,-2.79,238.45,112.00,0.00%,9.07%,0.00%,13,0.00,70.00
B01F3N8UNW,Foster Clarks,1.57,2.30,0,(23.72)%,1266,444,42.59%,42.59%,67.93%,95.58%,2.30,(54.99)%,-1.29,2249.10,792.00,0.00%,(23.72)%,88.55%,10,0.00,85.90
B0095DQF2A,Foster Clarks,0.52,1.30,0,(9.24)%,421,13,0.00%,0.00%,0.00%,0.00%,0.65,(301.20)%,-3.89,72.20,102.00,0.00%,(9.24)%,12.50%,2,0.00,0
B0757317DM,Ching's Secret,0.34,0.68,0,9.07%,41,40,75.00%,75.00%,4.76%,80.77%,0.34,(477.22)%,-5.53,0.66,2.00,14.74%,3.20%,0.00%,4,0.00,80.50
B0CS375R72,DIAMOND دايموند,0.00,0,0,0.00%,23,18,81.82%,81.82%,90.91%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0.00,0
B06XPFKCD1,Foster Clarks,0.00,0,0,0.00%,517,90,40.56%,40.56%,0.00%,100.00%,0.00,0.00%,0,7.29,12.00,0.00%,0.00%,100.00%,1,0.00,93.00
B08C18B3FH,Afia,0.00,0,0,0.00%,254,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,1098.20,111.00,0.00%,0.00%,0.00%,0,0.00,0
B0CTKBSTYM,TATA,0.00,0,0,0.00%,467,375,100.00%,100.00%,0.00%,93.19%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,-14,0,75.00
B085FJLSQ1,American Garden,0.00,0,0,0.00%,17,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0FLJG3X4C,DIAMOND دايموند,0.00,0,0,0.00%,33,20,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B083VKKC9F,Foster Clarks,0.00,0,0,0.00%,343,74,41.83%,41.83%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,6,0,0
B08C1CYV4B,AFIA,0.00,0,0,0.00%,1448,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,3786.41,606.00,0.00%,0.00%,34.78%,0,0.00,0
B083VK8J1R,Foster Clarks,0.00,0,0,0.00%,249,71,47.66%,47.66%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,4,0,0
B0BF76HJCD,DIAMOND دايموند,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,61.60
B0G349YNKV,Foster Clarks,0.00,0,0,0.00%,4,2,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,67.50
B091DW2SZ1,Al Rifai,0.00,0,0,0.00%,17,17,100.00%,100.00%,100.00%,50.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,66.00
B07NF7VP1K,TETLEY,0.00,0,0,0.00%,92,43,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,3,0,90.00
B07NF758MF,Diamond,0.00,0,0,0.00%,155,53,28.32%,28.32%,79.49%,97.50%,0.00,0.00%,0,608.65,108.00,0.00%,0.00%,56.82%,0,0.00,82.50
B08C1DPZH5,Leeza,0.00,0,0,0.00%,160,0,5.63%,5.63%,56.52%,69.70%,0.00,0.00%,0,38.93,13.00,0.00%,0.00%,0.00%,0,0.00,0
B0FTFCM1XN,TETLEY,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,278.74,48.00,0.00%,0.00%,0.00%,0,0.00,0.00
B088FCW4Z9,UNKNOWN,0.00,0,0,0.00%,5,5,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,111.64,58.00,0.00%,0.00%,0.00%,0,0.00,51.60
B089GWTXPV,Al Rifai,0.00,0,0,0.00%,23,23,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,2,0,66.00
B0014D21C2,UNKNOWN,0.00,0,0,0.00%,115,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B008HF1QIK,Tilda,0.00,0,0,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B07P5J63J9,Foster Clark'S,0.00,0,0,0.00%,102,68,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,98.33%,0,0,0
B005I3V1HK,Foster Clarks,0.00,0,0,0.00%,80,0,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,-1,0,0
B071NV5JK8,Lotte,0.00,0,0,0.00%,57,50,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B07576C6TL,UNKNOWN,0.00,0,0,0.00%,10,8,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,40.00
B0DKF4ZJDN,Afia,0.00,0,0,0.00%,53,38,32.08%,32.08%,0.00%,100.00%,0.00,0.00%,0,6.67,1.00,0.00%,0.00%,100.00%,0,0.00,54.90
B06Y4RRR9Z,American Garden,0.00,0,0,0.00%,326,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B09T3LYD6H,UNKNOWN,0.00,0,0,0.00%,2734,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0BYP2C5TR,UNKNOWN,0.00,0,0,0.00%,1066,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0FLDBXBCQ,DIAMOND دايموند,0.00,0,0,0.00%,2,2,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,59.90
B07JL5CPNV,Foster Clarks,0.00,0,0,0.00%,173,65,69.23%,69.23%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,4,0,0
B0G34F886Z,Foster Clarks,0.00,0,0,0.00%,4,4,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,67.50
B0DKF5Q4HG,Afia,0.00,0,0,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B07B7BFLT3,Foster Clarks,0.00,0,0,0.00%,19,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,60.03,30.00,0.00%,0.00%,0.00%,0,0.00,0
B083VK9HXP,Tetley,0.00,0,0,0.00%,73,39,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,-3,0,0
B0129KHFUG,Lotte,0.00,0,0,0.00%,4,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0G1SSQXMW,TATA,0.00,0,0,0.00%,4,4,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B08LNQWZ6C,Olite,0.00,0,0,0.00%,151,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B083VKYVK5,Al Rifai,0.00,0,0,0.00%,16,10,100.00%,100.00%,0.00%,50.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,55.80
B0D8PXHTBC,UNKNOWN,0.00,0,0,0.00%,84,61,81.48%,81.48%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,2,0,0
B0G1SQVJJV,TATA,0.00,0,0,0.00%,1,1,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B004HCAQBU,Lotte,0.00,0,0,0.00%,118,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B07P9G9QRZ,American Garden,0.00,0,0,0.00%,910,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B00SCAL6V2,Foster Clarks,0.00,0,0,0.00%,977,10,45.00%,45.00%,0.00%,0.00%,0.00,0.00%,0,86.74,30.00,0.00%,0.00%,100.00%,0,0.00,0
B004RFNPX8,Dilmah,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B086BWPHL9,UNKNOWN,0.00,0,0,0.00%,252,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0FLHSQ2ZF,DIAMOND دايموند,0.00,0,0,0.00%,23,21,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B019ZQGTFE,UNKNOWN,0.00,0,0,0.00%,46,38,97.73%,97.73%,100.00%,100.00%,0.00,0.00%,0,3.89,3.00,0.00%,0.00%,0.00%,0,0.00,0
B0FLD8XWTH,DIAMOND دايموند,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B083VL6DC8,Tetley,0.00,0,0,0.00%,261,98,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,2,0,100.00
B0D52NJ9WJ,Lotte,0.00,0,0,0.00%,4,4,25.00%,25.00%,0.00%,0.00%,0.00,0.00%,0,446.28,120.00,0.00%,0.00%,0.00%,0,0.00,0.00
B01I2CF0NY,Al Rifai,0.00,0,0,0.00%,228,103,82.46%,82.46%,69.20%,93.28%,0.00,0.00%,0,431.90,173.00,0.00%,0.00%,100.00%,-5,0.00,0
B084PTGF2W,Foster Clarks,0.00,0,0,0.00%,112,81,82.18%,82.18%,45.45%,15.99%,0.00,0.00%,0,201.65,45.00,0.00%,0.00%,100.00%,0,0.00,76.90
B0G34D9KD2,Foster Clarks,0.00,0,0,0.00%,1,1,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B08C1DSWF3,Afia,0.00,0,0,0.00%,419,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,1193.31,106.00,0.00%,0.00%,0.00%,0,0.00,0
B0BF65T6KC,DIAMOND دايموند,0.00,0,0,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B07JFCWKWM,Foster Clarks,0.00,0,0,0.00%,264,50,28.85%,28.85%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,100.00%,2,0,0
B0CQJJHZPL,Foster Clarks,0.00,0,0,0.00%,3,3,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,52.50
B0G34B73F6,Foster Clarks,0.00,0,0,0.00%,6,5,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,67.50
B0G43FQ5H8,Al Rifai,0.00,0,0,0.00%,1,1,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B0FTF86BJ4,TETLEY,0.00,0,0,0.00%,3,3,66.67%,66.67%,0.00%,0.00%,0.00,0.00%,0,5.81,1.00,0.00%,0.00%,0.00%,0,0.00,0.00
B002DPNSK4,UNKNOWN,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0
B0DKBSB784,Al Rifai,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,0.00
B0BF6TJWFX,DIAMOND دايموند,0.00,0,0,0.00%,2,2,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,71.90
B087GL5MV7,Diamond,0.00,0,0,0.00%,23,23,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,30.43%,0,0,82.50
B00HHP71JY,Lotte,0.00,0,0,0.00%,36,33,100.00%,100.00%,0.00%,100.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,1,0,77.50
B08Z4GGQR1,Al Rifai,0.00,0,0,0.00%,5,5,100.00%,100.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,67.50
B0BF7JSPM6,DIAMOND دايموند,0.00,0,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00,0.00%,0.00%,0.00%,0,0,48.20
,,8.84,637563.46,176142.08,15.25%,558725,471299,13.71%,13.71%,79.68%,85.11%,5.43,(21.44)%,-135896.65,1497807.12,259678.00,38.84%,(34.86)%,53.13%,117722,4603.89,81.25
