ASIN,Brand Name,GV(Week 2 ),Net Ordered Units(Week 2 ),Net Receipts (Units)(Week 2 ),Total Inventory Units(Week 2 ),Net Receipts($)(Week 2 ),Product GMS($)(Week 2 ),Gross Shipped GMS($)(Week 2 ),Net Ordered GMS($)(Week 2 ),Deal GMS($)(Week 2 ),Net PPM(Week 2 )(%),Amzn GV(Week 2 ),SoROOS(%)(Week 2 )(%),Daily SoRoos%(Week 2 )(%),Fill Rate - Sourceable(Week 2 )(%),Vendor Confirmation Rate - Sourceable(Week 2 )(%),Conversion Rate(Week 2 )(%),ASP(Week 2 ),CM(Week 2 )(%),CP($)(Week 2 ),CPPU(Week 2 ),PPM(Week 2 )(%),CCOGS As A % Of PCOGS(Week 2 )(%),CCOGS As A % Of Revenue(Week 2 )(%),External Box Price Competitiveness (% Of GV)(Week 2 )(%),IDQ Score(Week 2 )
B0BF76HJCD,DIAMOND دايموند,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,66.60
B0881M4QM3,Elvan,8,0,0.00,1.00,0.00,0,0,0,0,0.00%,7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,73.50
B010R49PY0,Gerber,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08M7F67RS,Little Freddie,1,-1,0.00,0.00,0.00,0,0.00,-4.20,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,(100.00)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07NF8XFW3,Acorsa,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0095DQDH2,Foster Clarks,29,0,72.00,18.00,50.97,0,0,0,0,0.00%,9,21.43%,21.43%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,63.64%,80.00
B017DO6ET6,Guylian,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B010168HAC,UNKNOWN,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,67.40
B003XEFYGK,Chewits,1,0,0.00,1.00,0.00,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,87.50
B09BN4JB9G,Palazi,2,0,0.00,23.00,0.00,0,0,0,0,0.00%,2,50.00%,50.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,75.90
B082Y92ZVX,Elvan,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0036E8CK2,UNKNOWN,6,0,0.00,13.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,88.24%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,66.67%,0
B087GKF4J8,Dolphin Fish,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B007RYU6VA,Gerber,11,1,0.00,0.00,0.00,0,0.00,7.61,0,0.00%,8,72.73%,72.73%,0.00%,100.00%,9.09%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.00
B07XG52DMS,Suntop,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,50.00%,50.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,86.00
B0DSTXWTLC,Cala,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0.00
B087GKBJLQ,Ani,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01GZV2YII,Pretzel Pete,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08FV125BK,UNKNOWN,1,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,79.50
B087GMRBR1,Alattar,10,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0B5V5FXTH,Cloetta,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07KZQX8DM,Alitea,61,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0943X7L1V,UNKNOWN,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B083VKRS1M,Al Rifai,3,0,1.00,3.00,4.24,0,0,0,0,0.00%,3,0.00%,0.00%,50.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,67.40
B087GJHC5R,Won Ki Sam,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B003TSFIL6,Apple & Eve,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0.00
B0014CSGZO,Kelloggs,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.00
B0CN7PQCJL,General Mills,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07PSC37XV,American Garden,2,0,0.00,19.00,0.00,0,0.00,0.00,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,98.50
B0912ZZ5M9,BN,3,0,0.00,21.00,0.00,0,0.00,0.00,0,0.00%,3,0.00%,0.00%,14.29%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.80
B07NF98DQL,Al Rifai,3,0,0.00,47.00,0.00,0,0,0,0,0.00%,2,33.33%,33.33%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,77.50
B0FGD7X87C,Candyland,0,0,0.00,10.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,76.50
B07BCD24GB,Candyland,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0G1SQVJJV,TATA,11,0,0.00,0.00,0.00,0,0,0,0,0.00%,11,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,76.50
B00QH7BXS8,Elvan,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0DFVG5Z29,Ulker,0,0,0.00,48.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0.00
B08L4SLJZB,Lady Liberty,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0FGD358ZD,Candyland,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,74.40
B0CV7M385S,Zeeba,1,-1,0.00,0.00,0.00,0,0.00,-15.28,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,(100.00)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,66.90
B087GKJ2M4,Romance,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07QCD9XR3,GM Betty Crocker,8,1,0.00,0.00,0.00,0,0.00,7.65,0,0.00%,8,100.00%,100.00%,0.00%,0.00%,12.50%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,80.80
B07MVZ81GG,UNKNOWN,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.40
B07NF7ZQ1W,Hartbeat,26,0,0.00,0.00,0.00,0,0,0,0,0.00%,26,69.23%,69.23%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,87.50
B087GM938Z,Tian's,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,74.10
B07NZWLTCN,Joico,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0DSTY5YRQ,Cala,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0.00
B083VKCLB2,Diamond,0,0,4.00,36.00,11.90,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.50
B00CABG8WG,American Garden,4,-6,0.00,0.00,0.00,0,0.00,-16.47,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,(150.00)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CQJJHZPL,Foster Clarks,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,3,100.00%,100.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,52.50
B0CKBVWC3F,UNKNOWN,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.80
B07MQ16Q5L,Lotte,16,-4,0.00,0.00,0.00,0,0.00,-3.89,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,(25.00)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B004XUJPSQ,Ericson Laboratoire,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,79.00
B00D2PKZ4Q,Gerber,2,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00D97LPKK,Warheads,3,0,0.00,26.00,0.00,0,0,0,0,0.00%,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,87.50
B07NF8W488,Angel,0,-3,0.00,0.00,0.00,0,0.00,-2.66,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00L28CV3S,American Garden,100,0,7.00,35.00,26.95,0,0.00,0.00,0,0.00%,94,73.00%,73.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,93.00
B0CV7RNLXS,Zeeba,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0DMZV4NMM,Dr. CHOQ,0,0,0.00,9.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.00
B07WWFC7SH,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.50
B0CYT9BCRH,TATA,13,0,4.00,50.00,9.78,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08FZLN83N,UNKNOWN,9,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07NF7FC6V,Bazooka,2,0,0.00,0.00,0.00,0,0.00,0.01,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.00
B07X3MQB9Q,INDIA GATE,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07GSVD92H,OGX,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GJ685Q,Quanwang,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,83.20
B083VKKWRR,Diamond,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,82.50
B072XFWHD4,Ericson Laboratoire,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,79.50
B076KP39PC,Bazooka,2,0,0.00,23.00,0.00,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,87.50
B097CXWYKL,DEEMAH,9,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,9,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,71.50
B000WGBLOQ,Gerber,20,0,0.00,3.00,0.00,0,0.00,0.00,0,0.00%,0,30.00%,30.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0043VSWNE,Fruit Roll-Ups,7,2,0.00,0.00,0.00,0,0.00,10.35,0,0.00%,7,100.00%,100.00%,0.00%,0.00%,28.57%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,80.80
B07K12H1CL,Kelloggs,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07NF8TFJW,Namakin,15,5,0.00,1.00,0.00,0,0.00,15.81,0,0.00%,13,80.00%,80.00%,88.65%,100.00%,33.33%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,78.00
B084PTC895,Diamond,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,78.40
B087GH4M7T,Freakin' Healthy,13,0,0.00,34.00,0.00,0,0.00,0.00,0,0.00%,11,100.00%,100.00%,100.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,94.20
B015K1CCEU,Casa Del Dolce,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B083VKRRWG,TATA,5,0,29.00,101.00,64.58,0,0,0,0,0.00%,0,0.00%,0.00%,88.89%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,50.00%,93.50
B0DMZPYQXW,Dr. CHOQ,0,0,0.00,2.00,0.00,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,59.00
B087GJY5WY,Palazi,7,0,0.00,60.00,0.00,0,0,0,0,0.00%,7,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,89.40
B0881MCM5Y,Elvan,1,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00NRML2XM,Dilmah,18,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,88.89%,88.89%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07N1NL787,Alicafe,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07Q4Q591H,Barebells,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B079JJ2VLS,Bazooka,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,87.50
B087GMD5HW,Nabil,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00D2PKYWE,Gerber,5,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0BMXTLJQP,DEEMAH,11,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,72.73%,72.73%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07WTB76XK,UNKNOWN,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,75.80
B07HN3RVMT,Yousef Redha,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09BVT2CS7,UNKNOWN,1,0,0.00,4.00,0.00,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,62.50
B003LAC1LW,Lutti,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,85.80
B087GJH1JV,MIR,0,-1,0.00,0.00,0.00,0,0.00,-7.17,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,81.20
B07WTB52H9,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,75.00
B0FLDCQ5VK,DIAMOND دايموند,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,3,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,64.90
B07NF6J8HC,Suntop,3,0,111.00,530.00,194.32,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,33.33%,0
B07NF7KSJB,Suntop,31,14,3.00,2574.00,5.25,0,0.00,16.19,0,0.00%,0,6.45%,6.45%,0.00%,100.00%,45.16%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,69.23%,82.00
B083VKM94Q,Diamond,1,0,0.00,28.00,0.00,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,82.50
B00DU5TT68,Alicafe,13,0,0.00,38.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,0
B07WXJJG1C,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,74.20
B07NF8WZRC,Lotte,20,9,0.00,0.00,0.00,0,0.00,4.32,0,0.00%,19,65.00%,65.00%,0.00%,0.00%,45.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,92.86%,62.50
B01FMA8PRW,foster clark's,27,0,0.00,3.00,0.00,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,80.00%,0
B016BO711E,Whittaker,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09BN3WHVZ,Palazi,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.90
B0DGFLKKMF,McVITIE'S,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08YNHB23H,Ulker,2,0,0.00,2070.00,0.00,0,0,0,0,0.00%,2,50.00%,50.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,72.50
B07FXLZLFN,Elvan,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKS2J3,Elvan,11,0,0.00,2.00,0.00,0,0,0,0,0.00%,9,81.82%,81.82%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,81.82%,72.50
B07YHY6VWL,Cala,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,61.00
B087GJVRVS,Americandy,4,2,0.00,9.00,0.00,0,0.00,9.88,0,0.00%,3,100.00%,100.00%,0.00%,100.00%,50.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,84.20
B087GMJZVC,Maohuat,4,0,0.00,2.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0DSTYPDT2,Cala,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0.00
B01EYLLAXQ,Betty Crocker,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKVTGD,La British,5,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0FGD3QQLV,Candyland,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CV7FQR8K,Zeeba,7,0,1.00,1.00,12.49,0,0,0,0,0.00%,6,14.29%,14.29%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,76.90
B0CV7D3D61,Zeeba,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,4,75.00%,75.00%,100.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,76.90
B07NF7X3PH,UNKNOWN,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,71.70
B00LTKTGS2,AriZona,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07NF7T22C,Al Rifai,3,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,77.50
B00ESXXMS2,UNKNOWN,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07MW1WMMX,UNKNOWN,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,78.10
B092TPWVSW,Voda,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
