ASIN,Brand Name,GV(Week 1 ),Net Ordered Units(Week 1 ),Net Receipts (Units)(Week 1 ),Total Inventory Units(Week 1 ),Net Receipts($)(Week 1 ),Product GMS($)(Week 1 ),Gross Shipped GMS($)(Week 1 ),Net Ordered GMS($)(Week 1 ),Deal GMS($)(Week 1 ),Net PPM(Week 1 )(%),Amzn GV(Week 1 ),SoROOS(%)(Week 1 )(%),Daily SoRoos%(Week 1 )(%),Fill Rate - Sourceable(Week 1 )(%),Vendor Confirmation Rate - Sourceable(Week 1 )(%),Conversion Rate(Week 1 )(%),ASP(Week 1 ),CM(Week 1 )(%),CP($)(Week 1 ),CPPU(Week 1 ),PPM(Week 1 )(%),CCOGS As A % Of PCOGS(Week 1 )(%),CCOGS As A % Of Revenue(Week 1 )(%),External Box Price Competitiveness (% Of GV)(Week 1 )(%),IDQ Score(Week 1 )
B083VKZNZQ,American Garden,7,3,0,50,0,3.5,3.14,3.14,0,-25.08%,6,0.00%,0.00%,0.00%,0.00%,42.86%,1.17,-106.58%,-3.54,-1.18,-40.79%,18.50%,26.05%,66.67%,62.5
B07PCDZ634,American Garden,5,1,12,11,39.27,3.5,3.32,3.32,0,18.77%,4,20.00%,20.00%,0.00%,0.00%,20.00%,3.5,-59.44%,-2.24,-2.24,6.53%,18.50%,17.29%,50.00%,93
B0FGD4RXXK,Candyland,11,1,0,179,0,3.49,3.31,3.31,0,74.41%,11,0.00%,0.00%,0.00%,0.00%,9.09%,3.49,53.08%,1.81,1.81,14.52%,76.00%,64.96%,0.00%,68.7
B0CYT9BCRH,TATA,21,1,24,63,58.68,3.42,3.42,3.42,0,28.50%,19,0.00%,0.00%,0.00%,0.00%,4.76%,3.42,-30.81%,-1.14,-1.14,28.50%,0.00%,0.00%,0.00%,86
B07XG55KTZ,Suncola,19,2,0,81,0,3.37,3.37,3.37,0,-3.88%,18,0.00%,0.00%,0.00%,100.00%,10.53%,1.69,-80.41%,-3.07,-1.53,-3.88%,0.00%,0.00%,26.67%,82
B087GMVKR5,Erko,18,0,0,48,0,3.35,3.35,0,0,30.00%,16,83.33%,83.33%,3.92%,100.00%,0.00%,0.84,-70.94%,-2.78,-0.7,9.09%,23.00%,20.91%,0.00%,77.5
B01CEIFG4A,American Garden,10,0,2,1,5.95,3.31,3.31,0,0,26.62%,8,50.00%,50.00%,100.00%,100.00%,0.00%,3.31,-51.73%,-1.97,-1.97,9.97%,18.50%,16.66%,100.00%,90
B004DIVZKY,AriZona,1,1,0,17,0,3.27,2.93,2.92,0,16.43%,1,0.00%,0.00%,0.00%,0.00%,100.00%,3.27,-80.20%,-2.95,-2.95,-6.07%,22.00%,23.34%,0.00%,72
B0113XKZOS,Jacobs,2,1,0,0,0,3.24,3.24,3.24,0,28.82%,2,50.00%,50.00%,0.00%,0.00%,50.00%,3.24,-33.98%,-1.22,-1.22,7.56%,23.00%,21.26%,0.00%,75.8
B08WXTP6C1,Chings Secret,4,2,0,91,0,3.21,3.21,3.21,0,53.98%,3,0.00%,0.00%,0.00%,0.00%,50.00%,1.61,3.78%,0.13,0.06,45.25%,15.93%,8.72%,0.00%,70
B00BGV94SG,UNKNOWN,8,0,3,72,3.1,3.14,3.14,0,0,44.56%,8,62.50%,62.50%,60.94%,100.00%,0.00%,1.57,-77.70%,-2.74,-1.37,34.03%,15.96%,10.53%,75.00%,71.5
B07RVJGVNR,American Garden,15,0,33,79,101.7,3.11,3.11,0,0,19.28%,14,0.00%,0.00%,100.00%,100.00%,0.00%,3.11,-28.94%,-0.98,-0.98,0.96%,18.50%,18.32%,21.43%,98.3
B07RN74QSC,American Garden,15,1,24,99,73.97,3.11,2.96,2.96,0,14.30%,15,0.00%,0.00%,100.00%,100.00%,6.67%,3.11,-37.46%,-1.11,-1.11,0.96%,18.50%,18.32%,30.77%,98.3
B00L2ZKAE8,American Garden,15,2,24,30,45.67,3.09,3.09,3.08,0,-0.47%,4,0.00%,0.00%,0.00%,0.00%,13.33%,1.54,-104.83%,-3.43,-1.71,-23.28%,18.50%,22.81%,50.00%,93.7
B083VKML59,American Garden,4,2,0,51,0,3.09,2.85,2.85,0,16.95%,4,0.00%,0.00%,100.00%,100.00%,50.00%,1.54,-132.11%,-4.63,-2.31,7.41%,18.50%,17.13%,0.00%,81.9
B01JAY1OWY,Chings Secret,24,2,125,194,240.94,3.04,2.96,2.89,0,34.82%,22,16.67%,16.67%,98.61%,100.00%,8.33%,1.52,-29.70%,-0.92,-0.46,25.58%,15.91%,11.84%,91.67%,61.6
B07WWFF34F,Cala,8,0,55,55,71.87,2.85,2.85,0,0,89.01%,6,25.00%,25.00%,89.47%,100.00%,0.00%,2.85,19.41%,0.56,0.56,54.20%,76.00%,34.81%,0.00%,77
B00OCXS8AK,UNKNOWN,37,1,17,39,60.17,2.83,2.83,3.26,0,-25.24%,35,16.22%,16.22%,0.00%,0.00%,2.70%,2.83,-85.85%,-2.72,-2.72,-25.24%,0.00%,0.00%,0.00%,85.7
B07P76HBPW,American Garden,12,1,0,12,0,2.79,2.79,2.79,0,25.27%,11,0.00%,0.00%,100.00%,100.00%,8.33%,2.79,-52.56%,-1.72,-1.72,8.30%,18.50%,16.96%,90.00%,98.5
B0DDCPPZK1,Ching's Secret,5,2,0,80,0,2.74,2.74,2.74,0,30.58%,0,0.00%,0.00%,0.00%,0.00%,40.00%,1.37,-38.81%,-1.14,-0.57,17.46%,15.89%,13.12%,80.00%,74.4
B087GJFD7K,Freakin Healthy,0,1,0,7,0,2.64,2.51,2.51,0,30.25%,0,0.00%,0.00%,0.00%,0.00%,0.00%,2.64,-66.44%,-2,-2,12.37%,26.17%,22.93%,0.00%,98.5
B07PP14971,Holsten,20,2,83,556,93.1,2.56,2.56,2.56,0,12.53%,0,0.00%,0.00%,0.00%,100.00%,10.00%,1.28,-3310.98%,-3.52,-1.76,12.53%,0.00%,0.00%,57.14%,85.8
B087GMDHZY,Erko,8,5,0,58,0,2.52,2.38,5.9,0,24.81%,8,25.00%,25.00%,40.00%,100.00%,62.50%,1.26,-24.00%,-0.62,-0.31,9.09%,23.00%,20.91%,0.00%,75.9
B08CHXZ7ZT,UNKNOWN,10,0,24,56,39.6,2.4,2.4,0,0,31.21%,0,60.00%,60.00%,0.00%,100.00%,0.00%,2.4,-97.99%,-2.72,-2.72,31.21%,0.00%,0.00%,0.00%,69.2
B007INMGVS,Lago,5,0,0,0,0,2.32,2.2,0,0,-19.48%,0,40.00%,40.00%,0.00%,100.00%,0.00%,2.32,-152.66%,-3.97,-3.97,-14.44%,0.00%,0.00%,100.00%,76.7
B00E8OU46O,Lago,6,1,0,0,0,2.31,2.31,2.31,0,23.00%,6,0.00%,0.00%,0.00%,0.00%,16.67%,2.31,-1203.66%,-4.73,-4.73,0.00%,23.00%,23.00%,0.00%,81.7
B00L305VAU,American Garden,10,2,0,41,0,2.3,2.3,1.53,0,-5.57%,6,16.67%,16.67%,100.00%,100.00%,20.00%,0.77,-204.87%,-6.36,-2.12,-29.54%,18.50%,23.96%,66.67%,85
B01LCWY6X6,Hectare's,5,2,0,22,0,2.07,1.96,1.96,0,30.23%,5,0.00%,0.00%,55.56%,100.00%,40.00%,1.03,6.61%,0.13,0.07,16.05%,23.00%,19.31%,40.00%,70
B091VPXTQJ,American Garden,8,3,0,63,0,2.06,2.06,6.19,0,-103.83%,6,0.00%,0.00%,0.00%,0.00%,37.50%,2.06,-223.62%,-5.38,-5.38,-103.83%,0.00%,0.00%,66.67%,91.5
B08WXSNHL3,Ching's Secret,3,1,0,1,0,2.05,2.05,2.05,0,53.62%,3,66.67%,66.67%,86.67%,100.00%,33.33%,2.05,-78.33%,-1.96,-1.96,44.83%,15.93%,8.79%,0.00%,77.5
B087GN5BKB,Tian's,26,0,0,77,0,2.01,1.81,0,0,29.98%,26,92.31%,92.31%,0.00%,100.00%,0.00%,2.01,-3538.20%,-2.52,-2.52,9.07%,34.01%,30.93%,0.00%,75.9
B01LCX3JTW,Hectare's,4,0,0,0,0,2.01,2.01,0,0,10.70%,4,100.00%,100.00%,0.00%,0.00%,0.00%,2.01,-112.93%,-2.58,-2.58,10.70%,0.00%,0.00%,100.00%,81.7
B07NF624B9,Suntop,9,0,0,64,0,1.94,1.94,0,0,9.94%,9,55.56%,55.56%,0.00%,100.00%,0.00%,1.94,-110.60%,-2.54,-2.54,9.94%,0.00%,0.00%,100.00%,81
B07576C6TW,Chings Secret,7,1,0,53,0,1.69,1.34,1.34,0,15.02%,7,0.00%,0.00%,0.00%,0.00%,14.29%,1.69,-35.00%,-0.48,-0.48,23.10%,15.96%,12.27%,0.00%,73
B075733JWC,Chings,8,1,0,4,0,1.58,1.49,1.49,0,36.18%,8,0.00%,0.00%,71.43%,100.00%,12.50%,1.58,-130.97%,-2.31,-2.31,30.22%,15.96%,11.13%,0.00%,75.8
B01L774HWQ,Hectare's,2,3,0,16,0,1.55,1.55,4.66,0,12.43%,1,50.00%,50.00%,60.00%,100.00%,150.00%,1.55,-88.43%,-1.49,-1.49,12.43%,0.00%,0.00%,0.00%,81.7
B088F92WLW,Freakin' Healthy,14,1,0,0,0,1.48,1.39,1.39,0,9.23%,8,85.71%,85.71%,0.00%,0.00%,7.14%,1.48,-167.76%,-2.32,-2.32,15.13%,0.00%,0.00%,0.00%,98.2
B07576775Y,Ching's Secret,5,3,0,8,0,1.38,1.38,1.38,0,39.81%,5,0.00%,0.00%,0.00%,0.00%,60.00%,0.46,-249.45%,-4.45,-1.48,28.40%,15.93%,11.41%,0.00%,75.5
B0DPXFVLHM,Lilly & Luna,5,1,5,16,5.17,1.29,1.29,1.29,0,80.80%,5,0.00%,0.00%,83.33%,100.00%,20.00%,1.29,-34.53%,-0.49,-0.49,20.00%,76.00%,60.80%,0.00%,87.5
B0FGD3BR94,Candyland,7,1,0,29,0,1.17,1.17,1.17,0,81.37%,7,0.00%,0.00%,100.00%,100.00%,14.29%,1.17,-1.84%,-0.02,-0.02,22.38%,76.00%,58.99%,0.00%,78.7
B0FGD59VBR,Candyland,2,1,0,4,0,1.17,1.04,1.04,0,80.44%,2,0.00%,0.00%,0.00%,0.00%,50.00%,1.17,-146.72%,-2.35,-2.35,22.38%,76.00%,58.99%,0.00%,78.7
B00L305X8K,American Garden,69,1,3,286,3.01,1.17,1.82,1.82,0,30.09%,69,0.00%,0.00%,0.00%,0.00%,1.45%,1.17,-46.44%,-0.84,-0.84,14.22%,18.50%,15.87%,14.49%,90
B0B82VZGLZ,Mr Makhana,0,1,9,8,9.68,1.1,1.05,1.05,0,71.41%,0,0.00%,0.00%,95.56%,100.00%,0.00%,1.1,-73.26%,-0.76,-0.76,2.47%,76.00%,74.12%,0.00%,78.2
B083VKDQ3T,Diamond,0,0,4,46,11.9,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77.5
B0FXLTR4K3,Mr Makhana,2,4,0,0,0,0,0,14.02,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,200.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,78.7
B087GKS2K8,Erko,10,0,0,8,0,0,0,0,0,0.00%,10,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,70.00%,79.4
B0CV7FQR8K,Zeeba,5,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0F9YS8SK8,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GLYW7G,Saadet,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07T4WHCNF,Ulker,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00R2UOFWU,Dilmah,12,0,0,1,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07N5613RX,Alitea,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0FGD7X87C,Candyland,2,0,0,10,0,0,0,0,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.5
B0757317DM,Ching's Secret,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.5
B09P8G52PQ,Mc Trader,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF98DQL,Al Rifai,1,0,0,50,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,77.5
B0BMXRXYY1,DEEMAH,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01LWJ2AUO,A.1.,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0BB3H8J14,IPRO,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKF4JM,Americandy,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B078YCYC62,Namakin,5,0,0,4,0,0,0,0,0,0.00%,4,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.2
B087GMHY13,Brawo Pandora,14,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GJY5YC,Tatawa,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKFJ5R,Toren,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKVWG6,Al Rifai,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80
B092H18MRT,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,55.9
B0912ZZ5M9,BN,3,0,0,23,0,0,0,0,0,0.00%,2,0.00%,0.00%,60.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B004JBRTSW,Alara,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,63
B07NZWLTCN,Joico,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B078M9C1GP,Ericson Laboratoire,1,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72.5
B08TJ94369,India Gate,7,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B06X9QQJBC,Joico,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08FV125BK,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,79.5
B0CQJJHZPL,Foster Clarks,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,52.5
B00D2PKZ4Q,Gerber,2,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GK9B4D,Fiorella,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08JZ1DRRC,Willie's Cacao,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07WG3FCP1,Lago,8,1,0,0,0,0,0,3.07,0,0.00%,8,75.00%,75.00%,31.58%,100.00%,12.50%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,85.8
B07WWFHQWW,Cala,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,62.5
B00QH7BZFE,Elvan,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0CB7X5CTC,Bisconni,6,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GLG43H,Geeef,4,0,0,0,0,0,0,0,0,0.00%,4,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,81.2
B09NKTVZVL,BN,4,0,0,10,0,0,0,0,0,0.00%,4,0.00%,0.00%,42.11%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74
B08H32GPSC,Bettina's,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,69.1
B091VQKB28,American Garden,5,0,0,25,0,0,0,0,0,0.00%,4,40.00%,40.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,96.7
B0CGZ11NVX,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77
B0CB7TZ5XK,Bisconni,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0DPXDXD73,Lilly & Luna,4,0,0,9,0,0,0,0,0,0.00%,4,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,83.5
B07Q87PN5G,Colombina,1,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0095DQJ30,Foster Clarks,7,0,6,28,4.44,0,0,0,0,0.00%,7,100.00%,100.00%,43.90%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,75
B00DIRED50,La Molisana,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,36.36%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.5
B00OCC6X94,Hellema,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07YHY6VWL,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,61
B083B1KZYS,Amada,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GJ6854,Lechao,4,0,0,4,0,0,0,0,0,0.00%,4,0.00%,0.00%,33.33%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77.5
B005LVIAIC,Guylian,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKYZB5,Carne Diem,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B003XR8LYY,Vimto,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07MVXQ5WK,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,73.1
B0881N34S8,Elvan,17,-2,0,50,0,0,0,-5.53,0,0.00%,11,5.88%,5.88%,80.00%,100.00%,-11.76%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75
B088FC2RB7,Alicafe,6,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MC77P,Elvan,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00H3T555G,Snyder's Of Hanover,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,58.4
B08C18B1L1,AFIA,30,0,295,547,1625.57,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,33.33%,0
B0DMLVY3V1,Hellema,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08W3DGLGB,Barista,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKZP1Z,Diamond,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B0CKBVWC3F,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B0DXBRHMXT,Vitamin Well,16,0,0,1,0,0,0,0,0,0.00%,13,31.25%,31.25%,97.56%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,51
B0CV8B2S8N,Zeeba,10,0,0,0,0,0,0,-6.35,0,0.00%,9,90.00%,90.00%,105.26%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,76.9
B018SBRV7C,Lutti,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,84.2
B07WXJ4HMF,Cala,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74.2
B0CGZ122K5,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,60.5
B07K459Y34,UNKNOWN,313,4,0,51,0,0,0,14.37,0,0.00%,309,99.68%,99.68%,5.00%,100.00%,1.28%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,55.9
B00TYC12DY,Guylian,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0D6748NQG,BN,4,0,0,21,0,0,0,0,0,0.00%,4,75.00%,75.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,80.8
B004XUJPSQ,Ericson Laboratoire,1,0,0,1,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74
B0CJLQ26CD,Ulker,1,0,0,0,0,0,0,0,0,0.00%,1,0.00%,0.00%,80.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,64.2
B0881LHNHK,Mybizcuit,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01N3JHT9L,Warheads,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MBP2M,Cihan,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00NU8FMD4,Fineti,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMFQ1B,Palazi,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,71.5
B006LW5IGW,Witor's,11,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0FGD8Z4VC,Candyland,1,0,0,7,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.5
B086X2Z5NV,Ulker,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GJ9625,Freakin' Healthy,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,94.5
B07NYZT5BL,Pocari Sweat,8,0,1,1007,1.26,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,66.67%,0
B006OHBYTY,American Garden,12,0,0,38,0,0,0,0,0,0.00%,9,33.33%,33.33%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,94.5
