ASIN,Brand Name,GV(Week 1 ),Net Ordered Units(Week 1 ),Net Receipts (Units)(Week 1 ),Total Inventory Units(Week 1 ),Net Receipts($)(Week 1 ),Product GMS($)(Week 1 ),Gross Shipped GMS($)(Week 1 ),Net Ordered GMS($)(Week 1 ),Deal GMS($)(Week 1 ),Net PPM(Week 1 )(%),Amzn GV(Week 1 ),SoROOS(%)(Week 1 )(%),Daily SoRoos%(Week 1 )(%),Fill Rate - Sourceable(Week 1 )(%),Vendor Confirmation Rate - Sourceable(Week 1 )(%),Conversion Rate(Week 1 )(%),ASP(Week 1 ),CM(Week 1 )(%),CP($)(Week 1 ),CPPU(Week 1 ),PPM(Week 1 )(%),CCOGS As A % Of PCOGS(Week 1 )(%),CCOGS As A % Of Revenue(Week 1 )(%),External Box Price Competitiveness (% Of GV)(Week 1 )(%),IDQ Score(Week 1 )
B07ZLRCDFT,UNKNOWN,21,0,0,9,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B086X3769H,Ulker,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083M7WZBZ,Joico,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0B9CG4D9S,Nom Noms,8,-2,0,4,0,0,0,-3.59,0,0.00%,7,37.50%,37.50%,94.50%,100.00%,-25.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,81.7
B00L2ZK5P2,American Garden,185,1,0,118,0,0,0,2.07,0,0.00%,171,73.51%,73.51%,16.13%,100.00%,0.54%,0,0.00%,0,0,0.00%,0.00%,0.00%,97.47%,97
B0G1SQVJJV,TATA,3,0,0,0,0,0,0,0,0,0.00%,3,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.5
B087GKD2TZ,Cagla,0,0,0,3,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B09487QCLR,Sheild Strong,0,0,0,2,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74.1
B0C9D8GGKL,Little Freddie,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01MQXFFFA,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKXXFG,Nom Noms,123,3,0,22,0,0,0,5.73,0,0.00%,110,71.54%,71.54%,35.59%,100.00%,2.44%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,100
B0BF72D275,DIAMOND دايموند,5,0,0,2,0,0,0,0,0,0.00%,5,0.00%,0.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72.5
B00D2PL53Q,Gerber,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07XG52DMS,Suntop,3,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,86
B004HCAQBU,Lotte,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GL7DC9,Freakin' Healthy,9,0,0,0,0,0,0,0,0,0.00%,0,55.56%,55.56%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,0
B07ZJ2451Q,Whittaker,11,0,0,138,0,0,0,0,0,0.00%,11,63.64%,63.64%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,81
B07NF78ZBY,Tetley,5,0,0,3,0,0,0,0,0,0.00%,5,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,90
B00LQO3FUQ,Tata,118,25,140,3943,89.95,0,0,14.29,0,0.00%,114,49.15%,49.15%,65.13%,100.00%,21.19%,0,0.00%,0,0,0.00%,0.00%,0.00%,78.63%,96.7
B003TSSWQY,Apple & Eve,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,60.5
B087GKJ2LQ,La British,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MH8DJ,Eti,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B086X3335B,Ulker,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B005UGW5R0,American Garden,26,0,0,0,0,0,0,0,0,0.00%,20,38.46%,38.46%,0.00%,29.27%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,91.5
B0DH4S4CJQ,Staycool,0,0,0,10,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00L9K6XS8,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,57.5
B072J1DBM2,Dilmah,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GL9J8Q,Alattar,12,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MF1WN,Eti,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B074FYYSF8,Bart,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72.5
B088N7FT19,Barebells,27,0,0,1,0,0,0,0,0,0.00%,27,77.78%,77.78%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,63.64%,84.5
B07PQ5ZRZ7,Al Rifai,3,0,0,30,0,0,0,0,0,0.00%,3,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,72.5
B00D97LPKK,Warheads,6,0,0,26,0,0,0,0,0,0.00%,6,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,66.67%,87.5
B00SCAL6V2,Foster Clarks,41,5,30,3,86.74,0,0,14.2,0,0.00%,27,51.22%,51.22%,0.00%,0.00%,12.20%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,98.2
B087GJKXSY,Tian's,5,0,0,60,0,0,0,0,0,0.00%,5,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B08KSSYZNS,Schogetten,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00CJ8LEO2,AriZona,2,3,0,0,0,0,0,10.33,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,150.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,82.5
B0032W5XWS,Stokes,3,1,0,0,0,0,0,5.37,0,0.00%,3,100.00%,100.00%,0.00%,0.00%,33.33%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,81.5
B00060YV9K,Chex Mix,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00CABG8WG,American Garden,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00L28D96Q,American Garden,46,0,36,129,100.36,0,0,1.32,0,0.00%,34,23.91%,23.91%,15.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,81.25%,94.5
B09SLK81YX,UNKNOWN,6,0,0,6,0,0,0,0,0,0.00%,5,33.33%,33.33%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,78.2
B087GJJ4KR,Freakin' Healthy,13,1,0,0,0,0,0,15.38,0,0.00%,9,7.69%,7.69%,0.00%,0.00%,7.69%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,98.2
B0881MJYLR,Torku,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0DBHSHX6Q,PONS,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,79.2
B0000DI1ZC,Bragg,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKRWXB,Masquerade,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881LHNHB,Colombina,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75
B00L2ZLC86,American Garden,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07JGXMCJB,Sanwa,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00DYQ7CCG,Amoy,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,65
B01NGYSAAX,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF7X5MY,Lotte,55,0,0,0,0,0,0,0,0,0.00%,0,80.00%,80.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0FLDCQ5VK,DIAMOND دايموند,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,64.9
B0881MJYM5,Elvan,2,-1,0,36,0,0,0,-8.5,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,-50.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GL43M4,Ani,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00HHP71JY,Lotte,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77.5
B087GMBZFG,Elvan,2,0,0,1,0,0,0,0,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,73.5
B075KFPZXQ,Betty Crocker,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,68.7
B07575J55Z,Ching's Secret,3,0,0,1,0,0,0,0,0,0.00%,3,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,57.5
B07QKZRHGZ,MIR,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07GSVD92H,OGX,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B017A0B0XI,Ambrosia,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,64.1
B087GH4M7T,Freakin' Healthy,6,0,0,34,0,0,0,0,0,0.00%,5,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,94.2
B008QTJUT4,JULIE'S,2,0,0,56,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,76.7
B085FCT3TT,Renuka,3,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74.2
B07WTB76YY,Cala,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,52.5
B00ESXXMS2,UNKNOWN,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKF4KB,Santos,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B085V4NGG2,Lady Liberty,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,60
B016BO717S,Whittaker,9,1,0,0,0,0,0,6.2,0,0.00%,9,100.00%,100.00%,1.56%,57.14%,11.11%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,98.5
B087GMRBR1,Alattar,17,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKH3K9,American Garden,2,0,0,33,0,0,0,0,0,0.00%,1,50.00%,50.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,67
B087GMFPZZ,Nom Noms,1,0,0,3,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80
B0FGD7HH7N,Candyland,0,0,0,4,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,78.7
B009WOYGUU,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881M8KCS,Elvan,4,0,0,0,0,0,0,0,0,0.00%,4,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,73.5
B00L2ZL4V6,American Garden,19,0,0,0,0,0,0,0,0,0.00%,0,89.47%,89.47%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0DKBSB784,Al Rifai,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07B7BFLT3,Foster Clarks,0,0,30,4,60.03,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B017O3EKUG,The Jelly Bean Factory,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GK9B5Q,Ani,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07TWLW4J8,Batchelor's,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,61
B079HNP18P,Gerber,7,0,0,1,0,0,0,0,0,0.00%,7,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,95.8
B087GMFTZB,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07H8FT7CZ,Elvan,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0G349YNKV,Foster Clarks,2,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,67.5
B083VK9HYK,Diamond,0,0,3,28,8.93,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B0949J3BT8,Bazooka,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,87.5
B07NF6BKJW,Bazooka,1,0,0,1,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.9
B07N1QW1L4,Splenda,10,0,0,7,0,0,0,0,0,0.00%,10,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,97
B09BN5VXC9,Palazi,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,58.4
B07WTB52HJ,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,61.5
B0055QCGWE,Skippy,21,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07WWFJ41F,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKND7T,TATA,2,0,0,8,0,0,0,0,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,100
B09YRPSF2K,Sunquick,3,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0847NRLC3,Holsten,1,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01KAAZBGM,Natures Heart,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74
B075RYJS3F,Ching's,4,0,9,180,2.96,0,0,0,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,71.5
B07BCD24GB,Candyland,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0B82WRMDR,Mr Makhana,3,0,13,13,13.98,0,0,0,0,0.00%,3,0.00%,0.00%,42.86%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B07XF3864Q,Joico,1,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08FV2FS62,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,79.5
B079HN9RT2,Gerber,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B006J6LYVS,Stokes,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74.2
B083LCQ29G,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07N1PGTRF,Foster Clarks,32,0,0,0,0,0,0,0,0,0.00%,31,81.25%,81.25%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,75
B087GM8VGD,UNKNOWN,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B015J4UISA,Askeys,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,53.2
B0943X7L1V,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01C60EZIY,WONDERFUL,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,73.4
B0FDQ2TB3L,Little Freddie,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKRS1R,Al Rifai,4,0,0,0,0,0,0,0,0,0.00%,4,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,65.9
B0068L27VA,Wonka,15,0,0,0,0,0,0,0,0,0.00%,15,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,70.7
B00FNQPLNC,Ulker,3,-2,0,88,0,0,0,-2.22,0,0.00%,1,33.33%,33.33%,0.00%,0.00%,-66.67%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,66.7
B077HSM71S,INDIA GATE,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B086X2BZNF,Ulker,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MCM6L,Morris,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76
B09XFB683X,Ericson Laboratoire,0,0,0,3,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,79.5
B07MVP6ZR3,Nido,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GNLVXH,Americandy,4,0,0,53,0,0,0,0,0,0.00%,4,100.00%,100.00%,66.67%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.9
B086X2HD1Q,Ulker,8,0,0,167,0,0,0,3.01,0,0.00%,8,75.00%,75.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,87.50%,72.5
B0DMP2HMW5,Jacobs,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,78.1
B07NR78MBN,UNKNOWN,0,0,8,8,43.56,0,0,0,0,0.00%,0,0.00%,0.00%,53.85%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,55
B0881MS9C3,Mybizcuit,0,0,0,2,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0CB4B9LDZ,Zed,0,0,0,7,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72.5
B0009R59Z0,Gerber,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GM3THW,Elvan,0,1,0,35,0,0,0,4.78,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,63.5
B07QFH3BGS,General Mills,3,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0BN1XN48B,Perkier,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,71.5
B0B9MY5VVX,The Jelly Bean Factory,2,0,0,1,0,0,0,0,0,0.00%,2,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.2
B07WTB6NW9,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08B22K1Y6,Coroli,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B0C15JR9W1,Lady Liberty,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
